title,description_x,release_year,runtime,imdb_id,imdb_score,imdb_votes,show_id,type,director,cast,country,date_added,age_certification,num_releases,listed_in,description_y,num_listed_in,first_cast,cast_freq_mean,genre_freq_mean
Voices of Fire,Pharrell Williams 's hometown community leader attempt to build one of world 's most inspiring gospel choir,2020,36,tt13329282,6.8,382,s1673,TV Show,Unknown,Pharrell Williams,United States,"November 20, 2020",TV-PG,1,"Docuseries, Reality TV","In this faith-based docuseries, Bishop Ezekiel Williams builds an inspiring, nontraditional gospel choir with the help of superstar nephew Pharrell.",2,Pharrell Williams,3.0,151.5
Anelka: Misunderstood,Bad boy or football genius Famed French footballer Nicolas Anelka 's controversial legacy be examine in unflinching documentary,2020,94,tt12724622,6.4,3120,s2164,Movie,Franck Nataf,Nicolas Anelka,France,"August 5, 2020",TV-14,1,"Documentaries, International Movies, Sports Movies","Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary.",3,Nicolas Anelka,1.0,986.3333333333334
Saverio Raimondo: Il Satiro Parlante,Italian comic and satirist Saverio Raimondo regale Milan crowd with tale of online antic awkward injury and white-knuckle flight,2019,53,tt10242216,5.6,51,s3816,Movie,Francesco Imperato,Saverio Raimondo,Italy,"May 17, 2019",TV-MA,1,Stand-Up Comedy,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights.",1,Saverio Raimondo,1.0,310.0
Money Trap,Asim Noyan swindle people with his lie and game Asim Noyan and his gang who one else have be able to catch get into ruse again,2019,121,tt8442644,6.0,14221,s3890,Movie,Yılmaz Erdoğan,"Yılmaz Erdoğan, Kıvanç Tatlıtuğ, Ezgi Mola, Bensu Soral, Rıza Kocaoğlu, Okan Çabalar, Güven Kıraç, Ahmet Mümtaz Taylan",Turkey,"April 26, 2019",TV-MA,1,"Comedies, Dramas, International Movies","When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.",3,Yılmaz Erdoğan,3.0,2092.0
"Rob Schneider: Asian Momma, Mexican Kids",Former Saturday Night Live star Rob Schneider return to stage and share his take on life love and dinosaur dream in stand-up special Ending with surprise duet performance with his daughter singer-songwriter Elle King Rob talk about potty train his young daughter and his own pig potential,2020,44,tt12724632,5.5,716,s2144,Movie,Tyler Spindel,Rob Schneider,United States,"August 11, 2020",TV-MA,1,Stand-Up Comedy,"Former ""Saturday Night Live"" star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special.",1,Rob Schneider,10.0,310.0
Kill Me If You Dare,Kill Me Darling be story of couple who decide to kill other Okan and Demet be married couple for 5 year However despite their year together their relationship be not very good love of two start like fairy tale continue with great excitement and reach happy end However a their life begin to become ordinary after marriage that sense of excitement within couple begin to die At end of 5 year they become overwhelmed by other Even though they want different life young couple who can not express it and start to become nervous to other without make sound become victim of great misunderstanding on their wedding anniversary As result of mistake husband and wife of 5 year decide to kill other ..,2019,104,tt9749604,4.4,1737,s3534,Movie,Şenol Sönmez,"Murat Boz, Seda Bakan, Açelya Topaloğlu, Özgür Emre Yıldırım, Seda Güven, Yosi Mizrahi, Dilşad Şimşek, Ali Yoğurtçuoğlu",Turkey,"September 6, 2019",TV-14,1,"Comedies, International Movies, Romantic Movies","Bogged down with money problems, a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part.",3,Murat Boz,1.875,1516.3333333333333
Seriously Single,Dineo be definition of serial monogamist She date to fall in love she fall in love to get married But she never get married She always end up be dump When she meet Lunga Sibiya he seem to be man she 's wait her whole life for man who share her value when it come to love and relationships Or so she think Until she accidentally find out that man she be busy plan her forever with have be plan his forever with someone else After messy breakup with Lunga her commitment-phobic bestie Noni help Dineo face what she dread most life a single woman Forced to move out of Lunga 's apartment Dineo seek refuge with Noni But let go of failed relationship be hard for Dineo Now at her low point Noni encourage Dineo to enjoy spoil of singledom Have fun Meet new people Become her own person It 's intimidating notion for Dineo She have n't be single in year But Noni be happy to be her guide Together they take city night life by storm But love be difficult thing to avoid Noni unexpectedly find herself fall for unlikely man and Dineo struggle to sidestep trap of her romantic flaw be further complicate when Lunga realise mistake he 's make and declare his undying love to Dineo want her back Is Dineo strong enough to honour new version of herself or will her fear of loneliness have her run back into Lunga 's arm,2020,107,tt11010144,4.4,1258,s2188,Movie,"Katleho Ramaphakela, Rethabile Ramaphakela","Fulu Mugovhani, Tumi Morake, Bohang Moeko, Yonda Thomas",South Africa,"July 31, 2020",TV-MA,1,"Comedies, International Movies, Romantic Movies","While her free-living bestie urges her to embrace singlehood, a commitment-craving social media expert can't stop following the life of a former love.",3,Fulu Mugovhani,1.5,1516.3333333333333
Legend Quest: Masters of Myth,When mythical creature come to life it 's up to Leo Teodora Don Andrés and Alebrije super-secret monster hunter to save day,2019,25,tt10228032,7.6,126,s3445,TV Show,Unknown,"Johnny Rose, Annemarie Blanco, Paul Tei, Oscar Cheda, Chuck Morgan, Jenna Lamia, James Carrey",Mexico,"October 5, 2019",TV-Y7,1,"Kids' TV, Spanish-Language TV Shows","When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day.",2,Johnny Rose,1.7142857142857142,241.0
Super Monsters: Vida's First Halloween,Super Monsters share their Halloween tradition with Vida then get invite to DÃ­a de los Muertos party in Howlers ' backyard,2019,24,tt10927576,5.9,37,s3457,Movie,"Jacob Joice, Steve Ball","Gigi Saul Guerrero, Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",United States,"October 4, 2019",TV-Y,1,Children & Family Movies,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard.",1,Gigi Saul Guerrero,9.090909090909092,521.0
Asura Guru,Shakti who become obsess with money from childhood go on to become tech-savvy thief However he become changed man due to certain circumstance when cop nab him,2020,120,tt8011344,3.2,316,s2390,Movie,A. Raajdheep,"Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan",India,"June 13, 2020",TV-14,1,"Dramas, International Movies","For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.",2,Vikram Prabhu,3.2,2351.0
Francesco De Carlo: Cose di Questo Mondo,Taking to stage in Milan Francesco de Carlo open up about bad habit religion politics and what he 's learn from travel world,2019,61,tt10087952,6.3,110,s3925,Movie,Unknown,Francesco De Carlo,Italy,"April 12, 2019",TV-MA,1,Stand-Up Comedy,"Taking the stage in Milan, Francesco De Carlo opens up about his bad habits, religion, politics and what he's learned from traveling the world.",1,Francesco De Carlo,2.0,310.0
Charlie's Colorforms City,Charlie create fun story use different shape and he need your help Take off for adventure in out space Wild West and right at home,2019,23,tt8115672,7.0,148,s3980,TV Show,Unknown,"Jacob Soley, Saara Chaudry, Tyler Barish, Zoe Hatz, Julie Lemieux, Joseph Motiki, Shoshana Sperling, Adrianna Di Liello, Deann Degruijter, Stacey DePass",United States,"March 22, 2019",TV-Y,1,Kids' TV,"Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West – and right at home.",1,Jacob Soley,2.5,343.0
The Legend of White Snake,Provoked by action of seemingly sly human ancient snake spirit take on human form in order to prove him fraud Convinced she 's do world favor Bai Su Zhen challenge Xu Xuan to contest of skill but what start a heated rivalry soon turn to burn passion Faced with opposition from side Bai Su Zhen and Xu Xuan 's love be put to test time and time again,2019,46,tt10628250,7.4,224,s3683,TV Show,Unknown,"Yu Menglong, Ju Jingyi, Pei Zitian, Xiao Yan, Nie Zihao, Yu Lang",China,"July 5, 2019",TV-14,1,"International TV Shows, Romantic TV Shows, TV Dramas","In this new take on a classic tale, an ancient snake spirit transforms into a beautiful woman and falls in love with a doctor unaware of her true form.",3,Yu Menglong,1.0,666.6666666666666
A Family Reunion Christmas,M'Dear and her sister struggle to keep their singing act together before church Christmas pageant while Grandpa teach kid valuable lesson,2019,29,tt11193888,5.8,216,s3162,Movie,Robbie Countryman,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Jackée Harry, Richard Roundtree",United States,"December 9, 2019",TV-PG,1,"Children & Family Movies, Comedies",M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,2,Loretta Devine,3.7777777777777777,1047.5
Mayday Life,Mayday LIFE TOUR be link by four distinct segment and story be unveil in Yesterday 's Rumbling Funâ€,2019,112,tt10346206,6.7,122,s3566,Movie,Muh Chen,"Mayday, Huang Bo, Tony Leung Ka-fai","China, Taiwan","August 23, 2019",TV-PG,1,"International Movies, Music & Musicals",Mayday's Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.,2,Mayday,1.0,1345.5
Voiceless,Hausa feature film be story of love and power of dream in midst of violence and terrorism in Nigeria 's northeast and be base on eyewitness account It follow story of bright promising girl Salma who be hold captive by daring terrorist group along with 245 of her schoolmate Despite her seemingly hopeless reality she refuse to give up on her huge dream struggle to regain freedom and realize her dream lead to unfathomable pain and death,2020,120,tt13149312,6.8,31,s614,Movie,Robert O. Peters,"Uzee Usman, Yakubu Mohammed, Asabe Madaki, Sani Mu’azu, Rekiya Ibrahim Atta, Adam Garba, Abba Ali Zaky, Habiba Zock-Sock, Abdul’ Usman Zada, Nadia Dutch, Abubakar Maina, Healing Marcus Udor, Jamila Ibrahim",Nigeria,"July 1, 2021",TV-MA,1,"Dramas, International Movies, Thrillers","A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate.",3,Uzee Usman,1.3076923076923077,1750.3333333333333
Bangkok Love Stories: Plead,When blind fortune teller decide to love confident girl who do n't believe in fate even horoscope of will be very strongly may cause his fate to be absent,2019,44,tt10438656,7.3,57,s3690,TV Show,Unknown,"Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo, Sutthatip Wutichaipradit, Cholsawas Tiewwanichkul, Surapol Poonpiriya, Hattaya Wongkrachang",Thailand,"July 2, 2019",TV-14,1,"International TV Shows, Romantic TV Shows, TV Dramas","In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster.",3,Chanon Santinatornkul,2.125,666.6666666666666
Guna 369,Guna be happy-go-lucky guy who believe solution to solve issue be not through violence but through compromise.When he be frame for crime he do n't commit by someone close to him Guna be leave with choice and force to extreme to prove his innocence,2019,146,tt1477110,6.7,19,s3268,Movie,Arjun Jandyala,"Adithya Menon, Kartikeya Gummakonda, Anagha LK",India,"November 15, 2019",TV-MA,1,"Action & Adventure, Dramas, International Movies",A pampered but kind-hearted average joe ditches his romancing and peacekeeping ways when he’s framed for a murder he didn’t commit.,3,Adithya Menon,1.0,1837.6666666666667
Spirit Riding Free: Spirit of Christmas,Lucky and her friends venture into town on Christmas Eve in attempt to fulfill their holiday plan But when distraction lead to delay they must figure out how to get home in time for Christmas in middle of serious snowstorm,2019,45,tt11313068,5.2,122,s3173,Movie,Unknown,"Amber Frank, Bailey Gambertoglio, Sydney Park, Evan Agos, Kay Bess, Darcy Rose Byrnes, David Faustino, Gabriella Graves, Duncan Joiner, Katherine McNamara, Nolan North, Tiya Sircar",United States,"December 6, 2019",TV-Y7,1,Children & Family Movies,Lucky and friends must figure out how to get home in time for Christmas when a falling boulder – and a serious snowstorm – derail their travel plans.,1,Amber Frank,4.166666666666667,521.0
Maska,Determined to make it in showbiz aspire young actor considers turn his back on beloved Irani café run by his family for generation,2020,111,tt11953628,5.8,1433,s2767,Movie,Neeraj Udhwani,"Manisha Koirala, Prit Kamani, Shirley Setia, Nikita Dutta, Javed Jaffrey, Dhruv Lohumi",India,"March 27, 2020",TV-MA,1,"Comedies, Dramas, International Movies","Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.",3,Manisha Koirala,4.166666666666667,2092.0
Class of '83,hero policeman shunt to punishment posting a Dean of police academy decide to punish corrupt bureaucracy and it criminal ally in return by train five lethal assassin policeman,2020,98,tt10230422,5.8,5571,s2104,Movie,Atul Sabharwal,"Bobby Deol, Bhupendra Jadawat, Hitesh Bhojraj, Anup Soni, Joy Sengupta, Sameer Paranjape, Ninad Mahajani, Prithvik Pratap",India,"August 21, 2020",TV-14,1,"Dramas, International Movies, Thrillers","Demoted to an academy job, a cop trains five foolhardy students as assassins in his risky revenge plot against police corruption and the underworld.",3,Bobby Deol,2.375,1750.3333333333333
The Car: Road to Revenge,In dilapidated cyberpunk city plague by crime and corruption unscrupulous District Attorney be savagely murder and toss out of building onto his brand new car Mysteriously District Attorney and his car come back to life a single be with thirst for vengeance eerie driver-less car embarks on vicious rampage exact revenge on criminal who murder him Car Road to Revenge be stylized sequel to unconventional horror cult classic Car 1977 and feature homage to original with return of Ronny Cox a Mechanic,2019,89,tt9382596,4.0,1082,s2969,Movie,G.J. Echternkamp,"Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox",United States,"February 1, 2020",TV-MA,1,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge.",3,Grant Bowler,2.125,462.6666666666667
Vir Das: For India,From Vedas to Vasco de Gama to vacuous Bollywood plotlines comedian Vir Das celebrate history of India with his one-of-a-kind perspective,2020,75,tt11611314,7.7,1232,s2988,Movie,"Vir Das, Ajay Bhuyan",Vir Das,India,"January 26, 2020",TV-MA,1,Stand-Up Comedy,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",1,Vir Das,8.0,310.0
Mike Epps: Only One Mike,2019 stand-up comedy special by comedian Mike Epps where he tackle sexual misconduct special education age body part and more,2019,63,tt10376958,4.7,295,s3716,Movie,Kevin Bray,Mike Epps,United States,"June 25, 2019",TV-MA,1,Stand-Up Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more.",1,Mike Epps,15.0,310.0
Revenge of the Pontianak,1965 Malaysia A small village help Khalid and Siti prepare for their wedding day Soon after great darkness fall upon village a string of horrific death and supernatural happening create widespread fear and paranoia amongst villager event force confession from Khalid to murder of girl he make pregnant year before now believe to have return a Pontianak To kill vengeful vampire he rally men of village and set out into jungle to hunt her down But can village stop her,2019,92,tt9113332,5.3,267,s3385,Movie,"Glen Goei, Gavin Yap","Nur Fazura, Remy Ishak, Hisyam Hamid, Shenty Feliziana, Nam Ron, Tony Eusoff, Wan Hanafi Su","Singapore, Malaysia","October 24, 2019",TV-14,1,"Horror Movies, International Movies",A wedding in a Malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way.,2,Nur Fazura,2.0,1365.0
Night on Earth: Shot in the Dark,look behind scene show how worldwide camera crew climb dive and freeze to capture documentary 's groundbreaking night footage,2020,59,tt12687448,7.8,290,s2965,Movie,Unknown,Samira Wiley,United Kingdom,"February 1, 2020",TV-PG,1,Movies,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",1,Samira Wiley,5.0,30.0
Aaviri,thriller film direct by Ravi Babu star Ravi Babu and Neha Chauhan in lead role,2019,113,tt10081210,4.0,95,s3078,Movie,Ravi Babu,"Ravi Babu, Neha Chauhan, Sri Muktha, Bharani Shankar, Mukhtar Khan, Priya",India,"December 31, 2019",TV-14,1,"Horror Movies, International Movies, Thrillers","After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",3,Ravi Babu,1.3333333333333333,1093.0
Kaake Da Viyah,guy 's family want him to get married but it be hard than he think On one hand his grandmother want him to get marry to girl of her choice and on other his mother be eager to select girl for him On top of he be already in love with girl His dilemma of be stick between three woman form crux of story,2019,133,tt8852408,5.0,73,s3564,Movie,Rai Yuvraj Bains,"Priti Sapru, Nirmal Rishi, Jordan Sandhu, Prabh Grewal, Karamjit Anmol, Harby Sangha, Gurmeet Sajan, Prince Kanwaljit Singh",India,"August 23, 2019",TV-PG,1,"Comedies, Dramas, International Movies","In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.",3,Priti Sapru,4.125,2092.0
Yeh Ballet,Discovered by eccentric ballet master two gift but underprivileged Mumbai teen face bigotry and disapproval a they pursue their dancing dream,2020,117,tt10230436,7.5,1312,s2899,Movie,Sooni Taraporevala,"Julian Sands, Manish Chauhan, Achintya Bose, Jim Sarbh, Danish Husain, Vijay Maurya, Heeba Shah, Kalyanee Mulay",India,"February 21, 2020",TV-MA,1,"Dramas, International Movies","Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",2,Julian Sands,3.25,2351.0
Super Monsters Back to School,Lobo 's cousin Vida move to town Lobo show her his favorite place around town and next day Vida have her first day of school,2019,23,tt10687588,6.2,29,s3585,Movie,Unknown,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Ian James Corlett, Britt McKillip, Kathleen Barr",Canada,"August 16, 2019",TV-Y,1,Children & Family Movies,"The Super Monsters welcome Vida to her new home in Pitchfork Pines with a tour of their favorite places, then help her through her first day at school.",1,Elyse Maloway,8.363636363636363,521.0
True: Friendship Day,When giant Grippity-Grab snag Grizelda 's friendship bracelet and turn her into mermaid True head under sea with magic wish to save day,2020,23,tt12855976,6.8,22,s2082,Movie,"Mark Thornton, Todd Kauffman","Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,"September 1, 2020",TV-Y,1,Children & Family Movies,"When a giant Grippity-Grab snags Grizelda’s friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",1,Michela Luci,8.5,521.0
"Hello, Privilege. It's Me, Chelsea",In documentary Chelsea Handler explore how white privilege impact US culture — and way it 's benefit her own life and career,2019,64,tt10847138,4.5,1972,s3519,Movie,Alex Stapleton,Chelsea Handler,United States,"September 13, 2019",TV-MA,1,Documentaries,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career.",1,Chelsea Handler,5.0,410.0
Thottappan,When his partner in crime go miss small-time crook 's life be transform a he dedicate himself to raise daughter his friend leave behind,2019,140,tt9448362,6.9,366,s2936,Movie,Shanavas K. Bavakutty,"Priyamvada Krishnan, Vinayakan, Roshan Mathew, Dileesh Pothan, Manoj K. Jayan, Lal, Irshad Ali, Sunitha",India,"February 8, 2020",TV-14,1,"Comedies, Dramas, International Movies","When his partner in crime goes missing, a small-time crook’s life is transformed as he dedicates himself to raising the daughter his friend left behind.",3,Priyamvada Krishnan,1.875,2092.0
Spirit Riding Free: Ride Along Adventure,Join Lucky and her friend on interactive mission to save Maricela 's beloved mare from greedy horse thief who 've take her captive with wild herd,2020,22,tt13453940,5.9,60,s1581,Movie,"Beth Sleven, Allan Jacobsen, Kevin Wotton","Amber Frank, Bailey Gambertoglio, Sydney Park, Katey Sagal, Rachel Kimsey, Darcy Rose Byrnes, Duncan Joiner, Bella Aboulhosn, Kai Scott",United States,"December 8, 2020",TV-Y7,1,Children & Family Movies,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.,1,Amber Frank,3.4444444444444446,521.0
Fan Girl,starstruck girl sneak into actor 's house and discover horrifying truth about her idol,2020,100,tt11091664,6.7,366,s699,Movie,Antoinette Jadaone,"Charlie Dizon, Paulo Avelino",Philippines,"June 17, 2021",TV-MA,1,"Dramas, Independent Movies, International Movies",An infatuated fan finds an unexpected way to meet her celebrity crush and discovers a dark reality behind the facade of fame and her fantasy world.,3,Charlie Dizon,3.5,1814.6666666666667
122,During bloody night young man and his lover be struggle not to get to hospital but to escape and survive,2019,95,tt7867670,6.2,5530,s2444,Movie,Yasir Al Yasiri,"Amina Khalil, Ahmed Dawood, Tarek Lotfy, Ahmed El Fishawy, Mahmoud Hijazi, Jihane Khalil, Asmaa Galal, Tara Emad",Egypt,"June 1, 2020",TV-MA,1,"Horror Movies, International Movies","After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them.",2,Amina Khalil,2.125,1365.0
Mighty Little Bheem: Festival of Colors,From surprising stage performance to spray color with friend join baby Bheem for his Holi hijinks during special spring festival,2020,6,tt11738790,7.2,37,s2842,TV Show,Unknown,"Samruddhi Shukla, Aranya Kaur, Rajesh Kava, Nishka Raheja, Sabina Malik, Shanoor Mirza",India,"March 5, 2020",TV-Y,1,"Kids' TV, TV Comedies","From surprising stage performances to spraying colors with friends, join baby Bheem for all his Holi hijinks during the special spring festival.",2,Samruddhi Shukla,3.1666666666666665,412.0
"Yours Sincerely, Kanan Gill",Revisiting life goal set in letter write a teen to his future self comedian Kanan Gill report back on if he 's live up to his own expectation,2020,72,tt12055392,7.2,948,s2645,Movie,Neville Shah,Kanan Gill,India,"April 24, 2020",TV-MA,1,Stand-Up Comedy,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.",1,Kanan Gill,1.0,310.0
The Zoya Factor,advertising agency executive Zoya Singh Solanki meet Indian cricket team and end up become their lucky charm at 2011 Cricket World Cup,2019,134,tt8304386,4.2,2378,s3207,Movie,Abhishek Sharma,"Sonam Kapoor, Dulquer Salmaan, Sanjay Kapoor, Sikander Kher, Angad Bedi, Koel Purie, Pooja Bhamrah, Manu Rishi Chadha",India,"November 30, 2019",TV-14,1,"Comedies, Dramas, International Movies","A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain.",3,Sonam Kapoor,5.375,2092.0
Mere Pyare Prime Minister,story about four child live in Mumbai slum in India eight-year old Kanhu write letter to Prime Minister after dramatic incident with his mother,2019,104,tt8207768,6.8,635,s3791,Movie,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe",India,"May 31, 2019",TV-MA,1,"Dramas, International Movies","When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister.",2,Anjali Patil,2.5,2351.0
Daniel Sosa: Maleducado,In his second comedy special Daniel Sosa reflect on his childhood Mexican tradition and problem with movie Coco,2019,54,tt10438652,6.1,71,s3712,Movie,"Alex Díaz, Marcos Bucay",Daniel Sosa,Mexico,"June 27, 2019",TV-MA,1,Stand-Up Comedy,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco.""",1,Daniel Sosa,3.0,310.0
A Thousand Goodnights,To carry out her dad 's wish and discover her root Dai Tian-qing embarks on journey around Taiwan and find love and redemption on way,2019,84,tt10370952,8.0,93,s3783,TV Show,Unknown,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin, Chen Bor-jeng, Miao Ke-li",Taiwan,"June 1, 2019",TV-14,1,"International TV Shows, TV Dramas","To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",2,Cindy Lien,1.5,852.5
Red Snow,Red Snow be dramatic adventure begin when Dylan Gwich'in soldier from Canadian Arctic be catch in ambush in Panjwayi Afghanistan His capture and interrogation by Taliban Commander release cache of memory connect to love and death of his Inuit cousin Asana and bind him close to Pashtun family a they escape across treacherous landscape and through blizzard become their key to survival,2019,100,tt6670074,4.6,154,s702,Movie,Marie Clements,"Asivak Koostachin, Shafin Karim, Mozhdah Jamalzadah, Kane Mahon, Ishaan Vasdev, Samuel Marty, Miika Bryce Whiskeyjack, Tantoo Cardinal",Canada,"June 17, 2021",TV-MA,1,Dramas,"Ambushed by the Taliban, a First Nations soldier from Canada gets captured but escapes in a harrowing journey that stirs up memories of love and loss.",1,Asivak Koostachin,1.75,2310.0
The App,Loving girlfriend family fortune breakout movie role he 's get it Until app awaken powerful new yearning While in Rome to shoot his first movie actor and industrial heir NiccolÃ² become obsess with date app US send him into self-destructive spiral,2019,79,tt11385066,2.7,1329,s3095,Movie,Elisa Fuksas,"Vincenzo Crea, Jessica Cressy, Greta Scarano, Maya Sansa, Abel Ferrara, Anita Kravos",Italy,"December 26, 2019",TV-MA,1,"Dramas, Independent Movies, International Movies","While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral.",3,Vincenzo Crea,1.5,1814.6666666666667
An Unremarkable Christmas,Before event of S1 Juanquini El Ã ‘ ato and Captain GonzÃ¡lez share one Christmas wish be courageous enough to change their life One mysterious character El DaÃ±ado could be one who make their dreams come true,2020,83,tt13607632,3.2,139,s1524,Movie,Juan Camilo Pinzon,"Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Aura Cristina Geithener, Biassini Segura, Lina Tejeiro, Julio César Herrera, Christian Villamil",Colombia,"December 17, 2020",TV-14,1,"Comedies, Dramas, International Movies",An accountant and aspiring magician invites his boss to spend Christmas with his family — unaware that he's one of Colombia's most-wanted criminals.,3,Antonio Sanint,1.3,2092.0
Who's the Boss,narrate story of Young and ambitious employee who try to work her way to top but keep be de-valued She decide to take bold step end her in position she deserve to be and without love for long time,2020,105,tt13370858,5.6,36,s1186,Movie,Chinaza Onuzo,"Funke Akindele, Blossom Chukwujekwu, Sharon Ooja, Ini Dima-Okojie, Segun Arinze, Bolly Lomo, Beverly Osu, Tayo Faniran",Nigeria,"March 19, 2021",TV-MA,1,"Comedies, International Movies, Romantic Movies","A young, overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish.",3,Funke Akindele,5.25,1516.3333333333333
Love Like the Falling Rain,Fearing rejection young man struggle to declare his feeling for his best friend who soon fall for man â€ ” until fateful incident,2020,86,tt12217814,4.9,200,s1851,Movie,Lasja Fauzia Susatyo,"Jefri Nichol, Aurora Ribero, Axel Matthew, Nadya Arina, Karina Suwandhi, Rebecca Klopper",Indonesia,"October 15, 2020",TV-14,1,"Dramas, International Movies, Romantic Movies","Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident.",3,Jefri Nichol,1.5,1761.6666666666667
"Hello, Love, Goodbye",bartender romance domestic helper despite fact that she be move to Canada,2019,118,tt10156112,7.4,1033,s1498,Movie,Cathy Garcia-Molina,"Kathryn Bernardo, Alden Richards, Maymay Entrata, Maricel Laxa, Joross Gamboa, Jameson Blake, Kaka Bautista, Lito Pimentel, Jeffrey Tam, Lovely Abella",Philippines,"December 24, 2020",TV-14,1,"Dramas, International Movies, Romantic Movies","In Hong Kong, the lives of two overseas Filipino workers intertwine as they navigate daily duties, career aspirations and romantic possibilities.",3,Kathryn Bernardo,3.2,1761.6666666666667
Kilometers and Kilometers,When debt-ridden man reluctantly agree to drive American tourist around India their stark difference lead to bickeringâ€¦ and unexpected bonding,2020,129,tt7268736,6.4,1538,s1377,Movie,Jeo Baby,"Tovino Thomas, India Jarvis, Joju George, Sidhartha Siva, Basil Joseph, Sudheesh, Parvathi T, Pauly Valsan",India,"January 27, 2021",TV-MA,1,"Comedies, Dramas, Independent Movies","When a debt-ridden man reluctantly agrees to drive an American tourist around India, their stark differences lead to bickering… and unexpected bonding.",3,Tovino Thomas,2.125,1542.0
